"ID_Frame","behavior_label","Experimenter"
"PTZ_1_00001","SW","E2"
"PTZ_1_00002","SW","E2"
"PTZ_1_00003","SW","E2"
"PTZ_1_00004","SW","E2"
"PTZ_1_00005","SW","E2"
"PTZ_1_00006","SW","E2"
"PTZ_1_00007","SW","E2"
"PTZ_1_00008","SW","E2"
"PTZ_1_00009","SW","E2"
"PTZ_1_00010","SW","E2"
"PTZ_1_00011","SW","E2"
"PTZ_1_00012","SW","E2"
"PTZ_1_00013","SW","E2"
"PTZ_1_00014","SW","E2"
"PTZ_1_00015","SW","E2"
"PTZ_1_00016","SW","E2"
"PTZ_1_00017","SW","E2"
"PTZ_1_00018","SW","E2"
"PTZ_1_00019","SW","E2"
"PTZ_1_00020","SW","E2"
"PTZ_1_00021","SW","E2"
"PTZ_1_00022","SW","E2"
"PTZ_1_00023","SW","E2"
"PTZ_1_00024","SW","E2"
"PTZ_1_00025","SW","E2"
"PTZ_1_00026","SW","E2"
"PTZ_1_00027","SW","E2"
"PTZ_1_00028","SW","E2"
"PTZ_1_00029","SW","E2"
"PTZ_1_00030","SW","E2"
"PTZ_1_00031","SW","E2"
"PTZ_1_00032","SW","E2"
"PTZ_1_00033","SW","E2"
"PTZ_1_00034","SW","E2"
"PTZ_1_00035","SW","E2"
"PTZ_1_00036","SW","E2"
"PTZ_1_00037","SW","E2"
"PTZ_1_00038","SW","E2"
"PTZ_1_00039","SW","E2"
"PTZ_1_00040","SW","E2"
"PTZ_1_00041","SW","E2"
"PTZ_1_00042","NT","E2"
"PTZ_1_00043","NT","E2"
"PTZ_1_00044","NT","E2"
"PTZ_1_00045","NT","E2"
"PTZ_1_00046","NT","E2"
"PTZ_1_00047","NT","E2"
"PTZ_1_00048","NT","E2"
"PTZ_1_00049","NT","E2"
"PTZ_1_00050","NT","E2"
"PTZ_1_00051","NT","E2"
"PTZ_1_00052","NT","E2"
"PTZ_1_00053","SW","E2"
"PTZ_1_00054","SW","E2"
"PTZ_1_00055","SW","E2"
"PTZ_1_00056","SW","E2"
"PTZ_1_00057","SW","E2"
"PTZ_1_00058","SW","E2"
"PTZ_1_00059","SW","E2"
"PTZ_1_00060","SW","E2"
"PTZ_1_00061","SW","E2"
"PTZ_1_00062","SW","E2"
"PTZ_1_00063","SW","E2"
"PTZ_1_00064","SW","E2"
"PTZ_1_00065","SW","E2"
"PTZ_1_00066","SW","E2"
"PTZ_1_00067","SW","E2"
"PTZ_1_00068","SW","E2"
"PTZ_1_00069","SW","E2"
"PTZ_1_00070","SW","E2"
"PTZ_1_00071","SW","E2"
"PTZ_1_00072","SW","E2"
"PTZ_1_00073","SW","E2"
