"ID_Frame","behavior_label","Experimenter"
"PTZ_3_00001","NT","E5"
"PTZ_3_00002","NT","E5"
"PTZ_3_00003","NT","E5"
"PTZ_3_00004","NT","E5"
"PTZ_3_00005","NT","E5"
"PTZ_3_00006","NT","E5"
"PTZ_3_00007","NT","E5"
"PTZ_3_00008","NT","E5"
"PTZ_3_00009","NT","E5"
"PTZ_3_00010","NT","E5"
"PTZ_3_00011","NT","E5"
"PTZ_3_00012","NT","E5"
"PTZ_3_00013","NT","E5"
"PTZ_3_00014","NT","E5"
"PTZ_3_00015","NT","E5"
"PTZ_3_00016","NT","E5"
"PTZ_3_00017","NT","E5"
"PTZ_3_00018","NT","E5"
"PTZ_3_00019","NT","E5"
"PTZ_3_00020","NT","E5"
"PTZ_3_00021","NT","E5"
"PTZ_3_00022","NT","E5"
"PTZ_3_00023","SW","E5"
"PTZ_3_00024","SW","E5"
"PTZ_3_00025","SW","E5"
"PTZ_3_00026","SW","E5"
"PTZ_3_00027","SW","E5"
"PTZ_3_00028","SW","E5"
"PTZ_3_00029","SW","E5"
"PTZ_3_00030","SW","E5"
"PTZ_3_00031","SW","E5"
"PTZ_3_00032","SW","E5"
"PTZ_3_00033","NT","E5"
"PTZ_3_00034","NT","E5"
"PTZ_3_00035","NT","E5"
"PTZ_3_00036","NT","E5"
"PTZ_3_00037","NT","E5"
"PTZ_3_00038","NT","E5"
"PTZ_3_00039","NT","E5"
"PTZ_3_00040","NT","E5"
"PTZ_3_00041","NT","E5"
"PTZ_3_00042","NT","E5"
"PTZ_3_00043","NT","E5"
"PTZ_3_00044","NT","E5"
"PTZ_3_00045","NT","E5"
"PTZ_3_00046","NT","E5"
"PTZ_3_00047","NT","E5"
"PTZ_3_00048","NT","E5"
"PTZ_3_00049","NT","E5"
"PTZ_3_00050","NT","E5"
"PTZ_3_00051","NT","E5"
"PTZ_3_00052","NT","E5"
"PTZ_3_00053","NT","E5"
"PTZ_3_00054","NT","E5"
"PTZ_3_00055","NT","E5"
"PTZ_3_00056","NT","E5"
"PTZ_3_00057","NT","E5"
"PTZ_3_00058","NT","E5"
"PTZ_3_00059","NT","E5"
"PTZ_3_00060","NT","E5"
"PTZ_3_00061","NT","E5"
"PTZ_3_00062","NT","E5"
"PTZ_3_00063","NT","E5"
"PTZ_3_00064","SW","E5"
"PTZ_3_00065","SW","E5"
"PTZ_3_00066","SW","E5"
"PTZ_3_00067","SW","E5"
