"ID_Frame","behavior_label","Experimenter"
"PTZ_5_00001","SW","E5"
"PTZ_5_00002","SW","E5"
"PTZ_5_00003","SW","E5"
"PTZ_5_00004","SW","E5"
"PTZ_5_00005","SW","E5"
"PTZ_5_00006","SW","E5"
"PTZ_5_00007","SW","E5"
"PTZ_5_00008","SW","E5"
"PTZ_5_00009","SW","E5"
"PTZ_5_00010","SW","E5"
"PTZ_5_00011","SW","E5"
"PTZ_5_00012","SW","E5"
"PTZ_5_00013","NT","E5"
"PTZ_5_00014","NT","E5"
"PTZ_5_00015","NT","E5"
"PTZ_5_00016","NT","E5"
"PTZ_5_00017","SW","E5"
"PTZ_5_00018","SW","E5"
"PTZ_5_00019","SW","E5"
"PTZ_5_00020","SW","E5"
"PTZ_5_00021","SW","E5"
"PTZ_5_00022","SW","E5"
"PTZ_5_00023","NT","E5"
"PTZ_5_00024","NT","E5"
"PTZ_5_00025","NT","E5"
"PTZ_5_00026","SW","E5"
"PTZ_5_00027","SW","E5"
"PTZ_5_00028","SW","E5"
"PTZ_5_00029","SW","E5"
"PTZ_5_00030","SW","E5"
"PTZ_5_00031","SW","E5"
"PTZ_5_00032","SW","E5"
"PTZ_5_00033","SW","E5"
"PTZ_5_00034","SW","E5"
"PTZ_5_00035","SW","E5"
"PTZ_5_00036","SW","E5"
"PTZ_5_00037","SW","E5"
"PTZ_5_00038","SW","E5"
"PTZ_5_00039","SW","E5"
"PTZ_5_00040","SW","E5"
"PTZ_5_00041","SW","E5"
"PTZ_5_00042","SW","E5"
"PTZ_5_00043","SW","E5"
"PTZ_5_00044","SW","E5"
"PTZ_5_00045","SW","E5"
"PTZ_5_00046","SW","E5"
"PTZ_5_00047","SW","E5"
"PTZ_5_00048","SW","E5"
"PTZ_5_00049","SW","E5"
"PTZ_5_00050","SW","E5"
"PTZ_5_00051","NT","E5"
"PTZ_5_00052","NT","E5"
"PTZ_5_00053","NT","E5"
"PTZ_5_00054","NT","E5"
"PTZ_5_00055","NT","E5"
"PTZ_5_00056","NT","E5"
"PTZ_5_00057","NT","E5"
"PTZ_5_00058","NT","E5"
"PTZ_5_00059","NT","E5"
"PTZ_5_00060","NT","E5"
"PTZ_5_00061","NT","E5"
"PTZ_5_00062","NT","E5"
"PTZ_5_00063","NT","E5"
"PTZ_5_00064","NT","E5"
"PTZ_5_00065","NT","E5"
"PTZ_5_00066","SW","E5"
"PTZ_5_00067","SW","E5"
"PTZ_5_00068","SW","E5"
"PTZ_5_00069","SW","E5"
"PTZ_5_00070","SW","E5"
"PTZ_5_00071","SW","E5"
"PTZ_5_00072","SW","E5"
"PTZ_5_00073","SW","E5"
"PTZ_5_00074","SW","E5"
"PTZ_5_00075","SW","E5"
"PTZ_5_00076","SW","E5"
"PTZ_5_00077","SW","E5"
"PTZ_5_00078","SW","E5"
"PTZ_5_00079","SW","E5"
"PTZ_5_00080","NT","E5"
"PTZ_5_00081","NT","E5"
"PTZ_5_00082","NT","E5"
"PTZ_5_00083","NT","E5"
"PTZ_5_00084","NT","E5"
"PTZ_5_00085","NT","E5"
"PTZ_5_00086","SW","E5"
"PTZ_5_00087","SW","E5"
"PTZ_5_00088","SW","E5"
"PTZ_5_00089","SW","E5"
"PTZ_5_00090","SW","E5"
"PTZ_5_00091","SW","E5"
"PTZ_5_00092","SW","E5"
"PTZ_5_00093","SW","E5"
"PTZ_5_00094","SW","E5"
"PTZ_5_00095","SW","E5"
"PTZ_5_00096","SW","E5"
"PTZ_5_00097","NT","E5"
"PTZ_5_00098","NT","E5"
"PTZ_5_00099","NT","E5"
"PTZ_5_00100","NT","E5"
"PTZ_5_00101","NT","E5"
"PTZ_5_00102","NT","E5"
