"ID_Frame","behavior_label","Experimenter"
"PTZ_6_00001","NT","E8"
"PTZ_6_00002","NT","E8"
"PTZ_6_00003","NT","E8"
"PTZ_6_00004","NT","E8"
"PTZ_6_00005","NT","E8"
"PTZ_6_00006","NT","E8"
"PTZ_6_00007","NT","E8"
"PTZ_6_00008","SW","E8"
"PTZ_6_00009","SW","E8"
"PTZ_6_00010","SW","E8"
"PTZ_6_00011","SW","E8"
"PTZ_6_00012","SW","E8"
"PTZ_6_00013","SW","E8"
"PTZ_6_00014","SW","E8"
"PTZ_6_00015","NT","E8"
"PTZ_6_00016","NT","E8"
"PTZ_6_00017","NT","E8"
"PTZ_6_00018","NT","E8"
"PTZ_6_00019","NT","E8"
"PTZ_6_00020","SW","E8"
"PTZ_6_00021","SW","E8"
"PTZ_6_00022","SW","E8"
"PTZ_6_00023","NT","E8"
"PTZ_6_00024","NT","E8"
"PTZ_6_00025","NT","E8"
"PTZ_6_00026","NT","E8"
"PTZ_6_00027","NT","E8"
"PTZ_6_00028","NT","E8"
"PTZ_6_00029","NT","E8"
"PTZ_6_00030","NT","E8"
"PTZ_6_00031","NT","E8"
"PTZ_6_00032","NT","E8"
"PTZ_6_00033","NT","E8"
"PTZ_6_00034","NT","E8"
"PTZ_6_00035","NT","E8"
"PTZ_6_00036","NT","E8"
"PTZ_6_00037","NT","E8"
"PTZ_6_00038","NT","E8"
"PTZ_6_00039","NT","E8"
"PTZ_6_00040","NT","E8"
"PTZ_6_00041","NT","E8"
"PTZ_6_00042","NT","E8"
"PTZ_6_00043","NT","E8"
"PTZ_6_00044","NT","E8"
"PTZ_6_00045","NT","E8"
"PTZ_6_00046","NT","E8"
"PTZ_6_00047","NT","E8"
"PTZ_6_00048","NT","E8"
"PTZ_6_00049","NT","E8"
"PTZ_6_00050","NT","E8"
"PTZ_6_00051","SW","E8"
"PTZ_6_00052","SW","E8"
"PTZ_6_00053","SW","E8"
"PTZ_6_00054","SW","E8"
"PTZ_6_00055","NT","E8"
"PTZ_6_00056","NT","E8"
"PTZ_6_00057","NT","E8"
"PTZ_6_00058","NT","E8"
"PTZ_6_00059","SW","E8"
"PTZ_6_00060","SW","E8"
"PTZ_6_00061","SW","E8"
"PTZ_6_00062","SW","E8"
"PTZ_6_00063","SW","E8"
"PTZ_6_00064","NT","E8"
"PTZ_6_00065","NT","E8"
"PTZ_6_00066","NT","E8"
"PTZ_6_00067","NT","E8"
"PTZ_6_00068","NT","E8"
"PTZ_6_00069","NT","E8"
"PTZ_6_00070","NT","E8"
"PTZ_6_00071","SW","E8"
"PTZ_6_00072","SW","E8"
"PTZ_6_00073","SW","E8"
"PTZ_6_00074","SW","E8"
"PTZ_6_00075","SW","E8"
"PTZ_6_00076","SW","E8"
"PTZ_6_00077","NT","E8"
"PTZ_6_00078","NT","E8"
"PTZ_6_00079","NT","E8"
"PTZ_6_00080","NT","E8"
"PTZ_6_00081","NT","E8"
"PTZ_6_00082","NT","E8"
"PTZ_6_00083","SW","E8"
"PTZ_6_00084","SW","E8"
"PTZ_6_00085","SW","E8"
"PTZ_6_00086","SW","E8"
"PTZ_6_00087","SW","E8"
"PTZ_6_00088","NT","E8"
"PTZ_6_00089","NT","E8"
"PTZ_6_00090","NT","E8"
"PTZ_6_00091","NT","E8"
"PTZ_6_00092","NT","E8"
"PTZ_6_00093","NT","E8"
"PTZ_6_00094","NT","E8"
"PTZ_6_00095","SW","E8"
"PTZ_6_00096","SW","E8"
"PTZ_6_00097","SW","E8"
"PTZ_6_00098","SW","E8"
"PTZ_6_00099","SW","E8"
"PTZ_6_00100","SW","E8"
"PTZ_6_00101","SW","E8"
"PTZ_6_00102","SW","E8"
"PTZ_6_00103","SW","E8"
"PTZ_6_00104","SW","E8"
"PTZ_6_00105","NT","E8"
"PTZ_6_00106","NT","E8"
"PTZ_6_00107","NT","E8"
"PTZ_6_00108","NT","E8"
"PTZ_6_00109","NT","E8"
"PTZ_6_00110","NT","E8"
"PTZ_6_00111","NT","E8"
"PTZ_6_00112","NT","E8"
"PTZ_6_00113","NT","E8"
"PTZ_6_00114","NT","E8"
"PTZ_6_00115","NT","E8"
"PTZ_6_00116","NT","E8"
"PTZ_6_00117","NT","E8"
"PTZ_6_00118","NT","E8"
"PTZ_6_00119","NT","E8"
"PTZ_6_00120","NT","E8"
"PTZ_6_00121","SW","E8"
"PTZ_6_00122","SW","E8"
"PTZ_6_00123","SW","E8"
"PTZ_6_00124","SW","E8"
"PTZ_6_00125","SW","E8"
"PTZ_6_00126","SW","E8"
"PTZ_6_00127","SW","E8"
"PTZ_6_00128","SW","E8"
"PTZ_6_00129","SW","E8"
"PTZ_6_00130","SW","E8"
"PTZ_6_00131","SW","E8"
"PTZ_6_00132","SW","E8"
"PTZ_6_00133","SW","E8"
"PTZ_6_00134","SW","E8"
"PTZ_6_00135","SW","E8"
"PTZ_6_00136","SW","E8"
"PTZ_6_00137","SW","E8"
"PTZ_6_00138","SW","E8"
"PTZ_6_00139","SW","E8"
"PTZ_6_00140","SW","E8"
"PTZ_6_00141","SW","E8"
"PTZ_6_00142","SW","E8"
"PTZ_6_00143","SW","E8"
"PTZ_6_00144","SW","E8"
"PTZ_6_00145","SW","E8"
"PTZ_6_00146","SW","E8"
"PTZ_6_00147","SW","E8"
"PTZ_6_00148","SW","E8"
"PTZ_6_00149","SW","E8"
"PTZ_6_00150","SW","E8"
"PTZ_6_00151","SW","E8"
"PTZ_6_00152","SW","E8"
"PTZ_6_00153","SW","E8"
"PTZ_6_00154","SW","E8"
"PTZ_6_00155","NT","E8"
"PTZ_6_00156","NT","E8"
"PTZ_6_00157","NT","E8"
"PTZ_6_00158","NT","E8"
"PTZ_6_00159","NT","E8"
"PTZ_6_00160","NT","E8"
"PTZ_6_00161","NT","E8"
"PTZ_6_00162","SW","E8"
"PTZ_6_00163","SW","E8"
"PTZ_6_00164","NT","E8"
"PTZ_6_00165","NT","E8"
"PTZ_6_00166","NT","E8"
"PTZ_6_00167","NT","E8"
"PTZ_6_00168","NT","E8"
"PTZ_6_00169","SW","E8"
"PTZ_6_00170","SW","E8"
"PTZ_6_00171","SW","E8"
"PTZ_6_00172","SW","E8"
"PTZ_6_00173","SW","E8"
"PTZ_6_00174","SW","E8"
"PTZ_6_00175","SW","E8"
"PTZ_6_00176","SW","E8"
"PTZ_6_00177","SW","E8"
"PTZ_6_00178","SW","E8"
"PTZ_6_00179","SW","E8"
"PTZ_6_00180","SW","E8"
"PTZ_6_00181","SW","E8"
"PTZ_6_00182","SW","E8"
"PTZ_6_00183","SW","E8"
"PTZ_6_00184","SW","E8"
"PTZ_6_00185","SW","E8"
"PTZ_6_00186","SW","E8"
"PTZ_6_00187","SW","E8"
"PTZ_6_00188","SW","E8"
"PTZ_6_00189","SW","E8"
"PTZ_6_00190","SW","E8"
"PTZ_6_00191","SW","E8"
"PTZ_6_00192","SW","E8"
"PTZ_6_00193","SW","E8"
"PTZ_6_00194","SW","E8"
"PTZ_6_00195","SW","E8"
"PTZ_6_00196","SW","E8"
"PTZ_6_00197","NT","E8"
"PTZ_6_00198","NT","E8"
"PTZ_6_00199","NT","E8"
"PTZ_6_00200","NT","E8"
"PTZ_6_00201","NT","E8"
"PTZ_6_00202","NT","E8"
"PTZ_6_00203","SW","E8"
"PTZ_6_00204","SW","E8"
"PTZ_6_00205","NT","E8"
"PTZ_6_00206","NT","E8"
"PTZ_6_00207","NT","E8"
"PTZ_6_00208","NT","E8"
"PTZ_6_00209","NT","E8"
"PTZ_6_00210","NT","E8"
"PTZ_6_00211","NT","E8"
"PTZ_6_00212","NT","E8"
"PTZ_6_00213","NT","E8"
"PTZ_6_00214","NT","E8"
"PTZ_6_00215","NT","E8"
"PTZ_6_00216","NT","E8"
"PTZ_6_00217","NT","E8"
"PTZ_6_00218","NT","E8"
"PTZ_6_00219","NT","E8"
"PTZ_6_00220","NT","E8"
"PTZ_6_00221","SW","E8"
"PTZ_6_00222","SW","E8"
"PTZ_6_00223","SW","E8"
"PTZ_6_00224","SW","E8"
"PTZ_6_00225","HYPE","E8"
"PTZ_6_00226","HYPE","E8"
"PTZ_6_00227","HYPE","E8"
"PTZ_6_00228","HYPE","E8"
"PTZ_6_00229","HYPE","E8"
"PTZ_6_00230","HYPE","E8"
"PTZ_6_00231","HYPE","E8"
"PTZ_6_00232","HYPE","E8"
"PTZ_6_00233","HYPE","E8"
"PTZ_6_00234","HYPE","E8"
"PTZ_6_00235","HYPE","E8"
"PTZ_6_00236","HYPE","E8"
"PTZ_6_00237","HYPE","E8"
"PTZ_6_00238","HYPE","E8"
"PTZ_6_00239","HYPE","E8"
"PTZ_6_00240","HYPE","E8"
"PTZ_6_00241","HYPE","E8"
"PTZ_6_00242","HYPE","E8"
"PTZ_6_00243","HYPE","E8"
"PTZ_6_00244","HYPE","E8"
"PTZ_6_00245","HYPE","E8"
"PTZ_6_00246","HYPE","E8"
"PTZ_6_00247","HYPE","E8"
"PTZ_6_00248","HYPE","E8"
"PTZ_6_00249","HYPE","E8"
"PTZ_6_00250","HYPE","E8"
"PTZ_6_00251","HYPE","E8"
"PTZ_6_00252","HYPE","E8"
"PTZ_6_00253","HYPE","E8"
"PTZ_6_00254","HYPE","E8"
"PTZ_6_00255","HYPE","E8"
"PTZ_6_00256","HYPE","E8"
"PTZ_6_00257","HYPE","E8"
"PTZ_6_00258","HYPE","E8"
"PTZ_6_00259","HYPE","E8"
"PTZ_6_00260","HYPE","E8"
"PTZ_6_00261","HYPE","E8"
"PTZ_6_00262","HYPE","E8"
"PTZ_6_00263","HYPE","E8"
"PTZ_6_00264","HYPE","E8"
"PTZ_6_00265","HYPE","E8"
"PTZ_6_00266","HYPE","E8"
"PTZ_6_00267","HYPE","E8"
"PTZ_6_00268","HYPE","E8"
"PTZ_6_00269","HYPE","E8"
"PTZ_6_00270","HYPE","E8"
"PTZ_6_00271","HYPE","E8"
"PTZ_6_00272","HYPE","E8"
"PTZ_6_00273","HYPE","E8"
"PTZ_6_00274","HYPE","E8"
"PTZ_6_00275","HYPE","E8"
"PTZ_6_00276","HYPE","E8"
"PTZ_6_00277","HYPE","E8"
"PTZ_6_00278","HYPE","E8"
"PTZ_6_00279","HYPE","E8"
"PTZ_6_00280","HYPE","E8"
"PTZ_6_00281","SW","E8"
"PTZ_6_00282","SW","E8"
"PTZ_6_00283","SW","E8"
"PTZ_6_00284","SW","E8"
"PTZ_6_00285","SW","E8"
"PTZ_6_00286","SW","E8"
"PTZ_6_00287","SW","E8"
"PTZ_6_00288","SW","E8"
"PTZ_6_00289","SW","E8"
"PTZ_6_00290","SW","E8"
"PTZ_6_00291","SW","E8"
"PTZ_6_00292","SW","E8"
"PTZ_6_00293","SW","E8"
"PTZ_6_00294","SW","E8"
"PTZ_6_00295","SW","E8"
"PTZ_6_00296","SW","E8"
"PTZ_6_00297","SW","E8"
"PTZ_6_00298","SW","E8"
"PTZ_6_00299","SW","E8"
"PTZ_6_00300","SW","E8"
"PTZ_6_00301","SW","E8"
"PTZ_6_00302","SW","E8"
"PTZ_6_00303","SW","E8"
"PTZ_6_00304","SW","E8"
"PTZ_6_00305","SW","E8"
"PTZ_6_00306","SW","E8"
"PTZ_6_00307","SW","E8"
"PTZ_6_00308","SW","E8"
"PTZ_6_00309","SW","E8"
"PTZ_6_00310","NT","E8"
"PTZ_6_00311","NT","E8"
"PTZ_6_00312","NT","E8"
"PTZ_6_00313","NT","E8"
"PTZ_6_00314","NT","E8"
"PTZ_6_00315","NT","E8"
"PTZ_6_00316","NT","E8"
"PTZ_6_00317","NT","E8"
"PTZ_6_00318","NT","E8"
"PTZ_6_00319","NT","E8"
"PTZ_6_00320","NT","E8"
"PTZ_6_00321","NT","E8"
"PTZ_6_00322","NT","E8"
"PTZ_6_00323","SW","E8"
"PTZ_6_00324","SW","E8"
"PTZ_6_00325","SW","E8"
"PTZ_6_00326","SW","E8"
"PTZ_6_00327","NT","E8"
"PTZ_6_00328","NT","E8"
"PTZ_6_00329","NT","E8"
"PTZ_6_00330","NT","E8"
"PTZ_6_00331","NT","E8"
"PTZ_6_00332","SW","E8"
"PTZ_6_00333","SW","E8"
"PTZ_6_00334","SW","E8"
"PTZ_6_00335","SW","E8"
"PTZ_6_00336","SW","E8"
"PTZ_6_00337","SW","E8"
"PTZ_6_00338","SW","E8"
"PTZ_6_00339","NT","E8"
"PTZ_6_00340","NT","E8"
"PTZ_6_00341","NT","E8"
"PTZ_6_00342","NT","E8"
"PTZ_6_00343","NT","E8"
"PTZ_6_00344","NT","E8"
"PTZ_6_00345","NT","E8"
"PTZ_6_00346","NT","E8"
"PTZ_6_00347","NT","E8"
"PTZ_6_00348","SW","E8"
"PTZ_6_00349","SW","E8"
"PTZ_6_00350","SW","E8"
"PTZ_6_00351","SW","E8"
"PTZ_6_00352","SW","E8"
"PTZ_6_00353","SW","E8"
"PTZ_6_00354","NT","E8"
"PTZ_6_00355","NT","E8"
"PTZ_6_00356","NT","E8"
"PTZ_6_00357","NT","E8"
"PTZ_6_00358","NT","E8"
"PTZ_6_00359","NT","E8"
"PTZ_6_00360","SW","E8"
"PTZ_6_00361","SW","E8"
"PTZ_6_00362","SW","E8"
"PTZ_6_00363","SW","E8"
"PTZ_6_00364","SW","E8"
"PTZ_6_00365","SW","E8"
"PTZ_6_00366","SW","E8"
"PTZ_6_00367","SW","E8"
"PTZ_6_00368","SW","E8"
"PTZ_6_00369","SW","E8"
"PTZ_6_00370","SW","E8"
"PTZ_6_00371","SW","E8"
"PTZ_6_00372","SW","E8"
"PTZ_6_00373","SW","E8"
"PTZ_6_00374","SW","E8"
"PTZ_6_00375","NT","E8"
"PTZ_6_00376","NT","E8"
