"ID_Frame","behavior_label","Experimenter"
"PTZ_4_00001","SW","E5"
"PTZ_4_00002","SW","E5"
"PTZ_4_00003","SW","E5"
"PTZ_4_00004","SW","E5"
"PTZ_4_00005","SW","E5"
"PTZ_4_00006","SW","E5"
"PTZ_4_00007","SW","E5"
"PTZ_4_00008","SW","E5"
"PTZ_4_00009","SW","E5"
"PTZ_4_00010","NT","E5"
"PTZ_4_00011","NT","E5"
"PTZ_4_00012","NT","E5"
"PTZ_4_00013","NT","E5"
"PTZ_4_00014","NT","E5"
"PTZ_4_00015","NT","E5"
"PTZ_4_00016","NT","E5"
"PTZ_4_00017","NT","E5"
"PTZ_4_00018","NT","E5"
"PTZ_4_00019","NT","E5"
"PTZ_4_00020","SW","E5"
"PTZ_4_00021","SW","E5"
"PTZ_4_00022","SW","E5"
"PTZ_4_00023","SW","E5"
"PTZ_4_00024","SW","E5"
"PTZ_4_00025","SW","E5"
"PTZ_4_00026","SW","E5"
"PTZ_4_00027","SW","E5"
"PTZ_4_00028","SW","E5"
"PTZ_4_00029","SW","E5"
"PTZ_4_00030","SW","E5"
"PTZ_4_00031","SW","E5"
"PTZ_4_00032","SW","E5"
"PTZ_4_00033","SW","E5"
"PTZ_4_00034","SW","E5"
"PTZ_4_00035","SW","E5"
"PTZ_4_00036","SW","E5"
"PTZ_4_00037","SW","E5"
"PTZ_4_00038","SW","E5"
"PTZ_4_00039","SW","E5"
"PTZ_4_00040","SW","E5"
"PTZ_4_00041","SW","E5"
"PTZ_4_00042","SW","E5"
"PTZ_4_00043","SW","E5"
"PTZ_4_00044","SW","E5"
"PTZ_4_00045","SW","E5"
"PTZ_4_00046","SW","E5"
"PTZ_4_00047","NT","E5"
"PTZ_4_00048","NT","E5"
"PTZ_4_00049","NT","E5"
"PTZ_4_00050","NT","E5"
"PTZ_4_00051","NT","E5"
"PTZ_4_00052","NT","E5"
"PTZ_4_00053","NT","E5"
"PTZ_4_00054","NT","E5"
"PTZ_4_00055","NT","E5"
"PTZ_4_00056","NT","E5"
"PTZ_4_00057","NT","E5"
"PTZ_4_00058","NT","E5"
"PTZ_4_00059","NT","E5"
"PTZ_4_00060","NT","E5"
"PTZ_4_00061","SW","E5"
"PTZ_4_00062","SW","E5"
"PTZ_4_00063","SW","E5"
