"ID_Frame","behavior_label","Experimenter"
"PTZ_6_00001","HYPE","E6"
"PTZ_6_00002","HYPE","E6"
"PTZ_6_00003","HYPE","E6"
"PTZ_6_00004","HYPE","E6"
"PTZ_6_00005","HYPE","E6"
"PTZ_6_00006","HYPE","E6"
"PTZ_6_00007","HYPE","E6"
"PTZ_6_00008","HYPE","E6"
"PTZ_6_00009","HYPE","E6"
"PTZ_6_00010","HYPE","E6"
"PTZ_6_00011","HYPE","E6"
"PTZ_6_00012","HYPE","E6"
"PTZ_6_00013","HYPE","E6"
"PTZ_6_00014","HYPE","E6"
"PTZ_6_00015","HYPE","E6"
"PTZ_6_00016","HYPE","E6"
"PTZ_6_00017","HYPE","E6"
"PTZ_6_00018","HYPE","E6"
"PTZ_6_00019","HYPE","E6"
"PTZ_6_00020","HYPE","E6"
"PTZ_6_00021","HYPE","E6"
"PTZ_6_00022","HYPE","E6"
"PTZ_6_00023","HYPE","E6"
"PTZ_6_00024","HYPE","E6"
"PTZ_6_00025","HYPE","E6"
"PTZ_6_00026","HYPE","E6"
"PTZ_6_00027","HYPE","E6"
"PTZ_6_00028","HYPE","E6"
"PTZ_6_00029","HYPE","E6"
"PTZ_6_00030","HYPE","E6"
"PTZ_6_00031","HYPE","E6"
"PTZ_6_00032","HYPE","E6"
"PTZ_6_00033","HYPE","E6"
"PTZ_6_00034","HYPE","E6"
"PTZ_6_00035","HYPE","E6"
"PTZ_6_00036","HYPE","E6"
"PTZ_6_00037","HYPE","E6"
"PTZ_6_00038","HYPE","E6"
"PTZ_6_00039","HYPE","E6"
"PTZ_6_00040","HYPE","E6"
"PTZ_6_00041","HYPE","E6"
"PTZ_6_00042","HYPE","E6"
"PTZ_6_00043","HYPE","E6"
"PTZ_6_00044","HYPE","E6"
"PTZ_6_00045","HYPE","E6"
"PTZ_6_00046","HYPE","E6"
"PTZ_6_00047","HYPE","E6"
"PTZ_6_00048","HYPE","E6"
"PTZ_6_00049","HYPE","E6"
"PTZ_6_00050","HYPE","E6"
"PTZ_6_00051","HYPE","E6"
"PTZ_6_00052","HYPE","E6"
"PTZ_6_00053","HYPE","E6"
"PTZ_6_00054","HYPE","E6"
"PTZ_6_00055","HYPE","E6"
"PTZ_6_00056","HYPE","E6"
"PTZ_6_00057","HYPE","E6"
"PTZ_6_00058","HYPE","E6"
"PTZ_6_00059","HYPE","E6"
"PTZ_6_00060","HYPE","E6"
"PTZ_6_00061","HYPE","E6"
"PTZ_6_00062","HYPE","E6"
"PTZ_6_00063","HYPE","E6"
"PTZ_6_00064","HYPE","E6"
