"ID_Frame","behavior_label","Experimenter"
"PTZ_4_00001","SW","E11"
"PTZ_4_00002","SW","E11"
"PTZ_4_00003","SW","E11"
"PTZ_4_00004","SW","E11"
"PTZ_4_00005","SW","E11"
"PTZ_4_00006","SW","E11"
"PTZ_4_00007","SW","E11"
"PTZ_4_00008","SW","E11"
"PTZ_4_00009","SW","E11"
"PTZ_4_00010","SW","E11"
"PTZ_4_00011","NT","E11"
"PTZ_4_00012","NT","E11"
"PTZ_4_00013","NT","E11"
"PTZ_4_00014","SW","E11"
"PTZ_4_00015","SW","E11"
"PTZ_4_00016","SW","E11"
"PTZ_4_00017","SW","E11"
"PTZ_4_00018","SW","E11"
"PTZ_4_00019","SW","E11"
"PTZ_4_00020","SW","E11"
"PTZ_4_00021","SW","E11"
"PTZ_4_00022","SW","E11"
"PTZ_4_00023","SW","E11"
"PTZ_4_00024","SW","E11"
"PTZ_4_00025","SW","E11"
"PTZ_4_00026","NT","E11"
"PTZ_4_00027","NT","E11"
"PTZ_4_00028","SW","E11"
"PTZ_4_00029","SW","E11"
"PTZ_4_00030","SW","E11"
"PTZ_4_00031","SW","E11"
"PTZ_4_00032","SW","E11"
"PTZ_4_00033","SW","E11"
"PTZ_4_00034","SW","E11"
"PTZ_4_00035","SW","E11"
"PTZ_4_00036","SW","E11"
"PTZ_4_00037","SW","E11"
"PTZ_4_00038","SW","E11"
"PTZ_4_00039","SW","E11"
"PTZ_4_00040","SW","E11"
"PTZ_4_00041","SW","E11"
"PTZ_4_00042","SW","E11"
"PTZ_4_00043","SW","E11"
"PTZ_4_00044","SW","E11"
"PTZ_4_00045","SW","E11"
"PTZ_4_00046","SW","E11"
"PTZ_4_00047","SW","E11"
"PTZ_4_00048","SW","E11"
"PTZ_4_00049","SW","E11"
"PTZ_4_00050","SW","E11"
"PTZ_4_00051","SW","E11"
"PTZ_4_00052","SW","E11"
"PTZ_4_00053","SW","E11"
"PTZ_4_00054","SW","E11"
"PTZ_4_00055","SW","E11"
"PTZ_4_00056","NT","E11"
"PTZ_4_00057","NT","E11"
"PTZ_4_00058","NT","E11"
"PTZ_4_00059","NT","E11"
"PTZ_4_00060","NT","E11"
"PTZ_4_00061","NT","E11"
"PTZ_4_00062","SW","E11"
"PTZ_4_00063","SW","E11"
"PTZ_4_00064","SW","E11"
"PTZ_4_00065","SW","E11"
"PTZ_4_00066","SW","E11"
"PTZ_4_00067","SW","E11"
"PTZ_4_00068","SW","E11"
"PTZ_4_00069","NT","E11"
"PTZ_4_00070","NT","E11"
"PTZ_4_00071","NT","E11"
"PTZ_4_00072","NT","E11"
"PTZ_4_00073","SW","E11"
"PTZ_4_00074","SW","E11"
"PTZ_4_00075","SW","E11"
"PTZ_4_00076","SW","E11"
"PTZ_4_00077","SW","E11"
"PTZ_4_00078","SW","E11"
"PTZ_4_00079","SW","E11"
"PTZ_4_00080","SW","E11"
"PTZ_4_00081","SW","E11"
"PTZ_4_00082","NT","E11"
"PTZ_4_00083","NT","E11"
"PTZ_4_00084","NT","E11"
"PTZ_4_00085","SW","E11"
"PTZ_4_00086","SW","E11"
"PTZ_4_00087","SW","E11"
"PTZ_4_00088","SW","E11"
"PTZ_4_00089","SW","E11"
"PTZ_4_00090","SW","E11"
"PTZ_4_00091","SW","E11"
"PTZ_4_00092","SW","E11"
"PTZ_4_00093","SW","E11"
"PTZ_4_00094","SW","E11"
"PTZ_4_00095","SW","E11"
"PTZ_4_00096","SW","E11"
"PTZ_4_00097","NT","E11"
"PTZ_4_00098","NT","E11"
"PTZ_4_00099","NT","E11"
"PTZ_4_00100","SW","E11"
"PTZ_4_00101","SW","E11"
"PTZ_4_00102","SW","E11"
"PTZ_4_00103","SW","E11"
"PTZ_4_00104","SW","E11"
"PTZ_4_00105","SW","E11"
"PTZ_4_00106","NT","E11"
"PTZ_4_00107","NT","E11"
"PTZ_4_00108","NT","E11"
"PTZ_4_00109","SW","E11"
"PTZ_4_00110","SW","E11"
"PTZ_4_00111","SW","E11"
"PTZ_4_00112","SW","E11"
"PTZ_4_00113","SW","E11"
"PTZ_4_00114","SW","E11"
"PTZ_4_00115","SW","E11"
"PTZ_4_00116","SW","E11"
"PTZ_4_00117","SW","E11"
"PTZ_4_00118","SW","E11"
"PTZ_4_00119","SW","E11"
"PTZ_4_00120","SW","E11"
"PTZ_4_00121","SW","E11"
"PTZ_4_00122","SW","E11"
"PTZ_4_00123","SW","E11"
"PTZ_4_00124","SW","E11"
"PTZ_4_00125","SW","E11"
"PTZ_4_00126","SW","E11"
"PTZ_4_00127","NT","E11"
"PTZ_4_00128","NT","E11"
"PTZ_4_00129","NT","E11"
"PTZ_4_00130","NT","E11"
"PTZ_4_00131","NT","E11"
"PTZ_4_00132","NT","E11"
"PTZ_4_00133","NT","E11"
"PTZ_4_00134","SW","E11"
"PTZ_4_00135","SW","E11"
"PTZ_4_00136","SW","E11"
"PTZ_4_00137","SW","E11"
"PTZ_4_00138","SW","E11"
"PTZ_4_00139","SW","E11"
"PTZ_4_00140","SW","E11"
"PTZ_4_00141","SW","E11"
"PTZ_4_00142","SW","E11"
"PTZ_4_00143","SW","E11"
"PTZ_4_00144","SW","E11"
"PTZ_4_00145","SW","E11"
"PTZ_4_00146","SW","E11"
"PTZ_4_00147","SW","E11"
"PTZ_4_00148","SW","E11"
"PTZ_4_00149","SW","E11"
"PTZ_4_00150","SW","E11"
"PTZ_4_00151","SW","E11"
"PTZ_4_00152","SW","E11"
"PTZ_4_00153","SW","E11"
"PTZ_4_00154","SW","E11"
"PTZ_4_00155","SW","E11"
"PTZ_4_00156","SW","E11"
"PTZ_4_00157","SW","E11"
"PTZ_4_00158","SW","E11"
"PTZ_4_00159","SW","E11"
"PTZ_4_00160","SW","E11"
"PTZ_4_00161","NT","E11"
"PTZ_4_00162","NT","E11"
"PTZ_4_00163","NT","E11"
"PTZ_4_00164","SW","E11"
"PTZ_4_00165","SW","E11"
"PTZ_4_00166","SW","E11"
"PTZ_4_00167","SW","E11"
"PTZ_4_00168","SW","E11"
"PTZ_4_00169","SW","E11"
"PTZ_4_00170","SW","E11"
"PTZ_4_00171","SW","E11"
"PTZ_4_00172","SW","E11"
"PTZ_4_00173","SW","E11"
"PTZ_4_00174","SW","E11"
"PTZ_4_00175","SW","E11"
"PTZ_4_00176","SW","E11"
"PTZ_4_00177","SW","E11"
"PTZ_4_00178","SW","E11"
"PTZ_4_00179","SW","E11"
"PTZ_4_00180","SW","E11"
"PTZ_4_00181","SW","E11"
"PTZ_4_00182","SW","E11"
"PTZ_4_00183","SW","E11"
"PTZ_4_00184","SW","E11"
"PTZ_4_00185","SW","E11"
"PTZ_4_00186","SW","E11"
"PTZ_4_00187","NT","E11"
"PTZ_4_00188","NT","E11"
"PTZ_4_00189","NT","E11"
"PTZ_4_00190","NT","E11"
"PTZ_4_00191","SW","E11"
"PTZ_4_00192","SW","E11"
"PTZ_4_00193","SW","E11"
"PTZ_4_00194","SW","E11"
"PTZ_4_00195","SW","E11"
"PTZ_4_00196","SW","E11"
"PTZ_4_00197","SW","E11"
"PTZ_4_00198","NT","E11"
"PTZ_4_00199","NT","E11"
"PTZ_4_00200","NT","E11"
"PTZ_4_00201","NT","E11"
"PTZ_4_00202","NT","E11"
"PTZ_4_00203","SW","E11"
"PTZ_4_00204","SW","E11"
"PTZ_4_00205","SW","E11"
"PTZ_4_00206","SW","E11"
"PTZ_4_00207","NT","E11"
"PTZ_4_00208","NT","E11"
"PTZ_4_00209","SW","E11"
"PTZ_4_00210","SW","E11"
"PTZ_4_00211","SW","E11"
"PTZ_4_00212","SW","E11"
"PTZ_4_00213","SW","E11"
"PTZ_4_00214","SW","E11"
"PTZ_4_00215","SW","E11"
"PTZ_4_00216","SW","E11"
"PTZ_4_00217","SW","E11"
"PTZ_4_00218","SW","E11"
"PTZ_4_00219","SW","E11"
"PTZ_4_00220","SW","E11"
"PTZ_4_00221","SW","E11"
"PTZ_4_00222","NT","E11"
