"ID_Frame","behavior_label","Experimenter"
"PTZ_6_00001","SW","E7"
"PTZ_6_00002","SW","E7"
"PTZ_6_00003","SW","E7"
"PTZ_6_00004","SW","E7"
"PTZ_6_00005","SW","E7"
"PTZ_6_00006","SW","E7"
"PTZ_6_00007","SW","E7"
"PTZ_6_00008","SW","E7"
"PTZ_6_00009","SW","E7"
"PTZ_6_00010","SW","E7"
"PTZ_6_00011","SW","E7"
"PTZ_6_00012","SW","E7"
"PTZ_6_00013","SW","E7"
"PTZ_6_00014","SW","E7"
"PTZ_6_00015","SW","E7"
"PTZ_6_00016","SW","E7"
"PTZ_6_00017","SW","E7"
"PTZ_6_00018","SW","E7"
"PTZ_6_00019","SW","E7"
"PTZ_6_00020","SW","E7"
"PTZ_6_00021","SW","E7"
"PTZ_6_00022","SW","E7"
"PTZ_6_00023","SW","E7"
"PTZ_6_00024","SW","E7"
"PTZ_6_00025","SW","E7"
"PTZ_6_00026","SW","E7"
"PTZ_6_00027","SW","E7"
"PTZ_6_00028","SW","E7"
"PTZ_6_00029","SW","E7"
"PTZ_6_00030","SW","E7"
"PTZ_6_00031","SW","E7"
"PTZ_6_00032","SW","E7"
"PTZ_6_00033","SW","E7"
"PTZ_6_00034","SW","E7"
"PTZ_6_00035","SW","E7"
"PTZ_6_00036","SW","E7"
"PTZ_6_00037","SW","E7"
"PTZ_6_00038","SW","E7"
"PTZ_6_00039","SW","E7"
"PTZ_6_00040","SW","E7"
"PTZ_6_00041","SW","E7"
"PTZ_6_00042","SW","E7"
"PTZ_6_00043","NT","E7"
"PTZ_6_00044","NT","E7"
"PTZ_6_00045","NT","E7"
"PTZ_6_00046","NT","E7"
"PTZ_6_00047","NT","E7"
"PTZ_6_00048","NT","E7"
"PTZ_6_00049","NT","E7"
"PTZ_6_00050","NT","E7"
"PTZ_6_00051","NT","E7"
"PTZ_6_00052","NT","E7"
"PTZ_6_00053","NT","E7"
"PTZ_6_00054","SW","E7"
"PTZ_6_00055","SW","E7"
"PTZ_6_00056","SW","E7"
"PTZ_6_00057","SW","E7"
"PTZ_6_00058","SW","E7"
