"ID_Frame","behavior_label","Experimenter"
"PTZ_1_00001","SW","E4"
"PTZ_1_00002","SW","E4"
"PTZ_1_00003","SW","E4"
"PTZ_1_00004","SW","E4"
"PTZ_1_00005","SW","E4"
"PTZ_1_00006","SW","E4"
"PTZ_1_00007","SW","E4"
"PTZ_1_00008","SW","E4"
"PTZ_1_00009","SW","E4"
"PTZ_1_00010","SW","E4"
"PTZ_1_00011","SW","E4"
"PTZ_1_00012","SW","E4"
"PTZ_1_00013","SW","E4"
"PTZ_1_00014","SW","E4"
"PTZ_1_00015","SW","E4"
"PTZ_1_00016","SW","E4"
"PTZ_1_00017","SW","E4"
"PTZ_1_00018","SW","E4"
"PTZ_1_00019","SW","E4"
"PTZ_1_00020","SW","E4"
"PTZ_1_00021","SW","E4"
"PTZ_1_00022","SW","E4"
"PTZ_1_00023","SW","E4"
"PTZ_1_00024","SW","E4"
"PTZ_1_00025","SW","E4"
"PTZ_1_00026","SW","E4"
"PTZ_1_00027","SW","E4"
"PTZ_1_00028","SW","E4"
"PTZ_1_00029","SW","E4"
"PTZ_1_00030","SW","E4"
"PTZ_1_00031","SW","E4"
"PTZ_1_00032","SW","E4"
"PTZ_1_00033","SW","E4"
"PTZ_1_00034","SW","E4"
"PTZ_1_00035","SW","E4"
"PTZ_1_00036","SW","E4"
"PTZ_1_00037","SW","E4"
"PTZ_1_00038","SW","E4"
"PTZ_1_00039","SW","E4"
"PTZ_1_00040","SW","E4"
"PTZ_1_00041","SW","E4"
"PTZ_1_00042","SW","E4"
"PTZ_1_00043","SW","E4"
"PTZ_1_00044","SW","E4"
"PTZ_1_00045","NT","E4"
"PTZ_1_00046","NT","E4"
"PTZ_1_00047","NT","E4"
"PTZ_1_00048","NT","E4"
"PTZ_1_00049","NT","E4"
"PTZ_1_00050","NT","E4"
"PTZ_1_00051","NT","E4"
"PTZ_1_00052","NT","E4"
"PTZ_1_00053","NT","E4"
"PTZ_1_00054","NT","E4"
"PTZ_1_00055","NT","E4"
"PTZ_1_00056","NT","E4"
"PTZ_1_00057","NT","E4"
"PTZ_1_00058","NT","E4"
"PTZ_1_00059","NT","E4"
"PTZ_1_00060","NT","E4"
"PTZ_1_00061","SW","E4"
"PTZ_1_00062","SW","E4"
"PTZ_1_00063","SW","E4"
"PTZ_1_00064","SW","E4"
"PTZ_1_00065","SW","E4"
"PTZ_1_00066","SW","E4"
"PTZ_1_00067","SW","E4"
"PTZ_1_00068","SW","E4"
"PTZ_1_00069","SW","E4"
"PTZ_1_00070","SW","E4"
"PTZ_1_00071","SW","E4"
"PTZ_1_00072","SW","E4"
"PTZ_1_00073","SW","E4"
"PTZ_1_00074","SW","E4"
"PTZ_1_00075","SW","E4"
"PTZ_1_00076","SW","E4"
"PTZ_1_00077","SW","E4"
"PTZ_1_00078","SW","E4"
"PTZ_1_00079","SW","E4"
"PTZ_1_00080","SW","E4"
"PTZ_1_00081","NT","E4"
"PTZ_1_00082","NT","E4"
"PTZ_1_00083","NT","E4"
"PTZ_1_00084","NT","E4"
"PTZ_1_00085","NT","E4"
"PTZ_1_00086","NT","E4"
"PTZ_1_00087","NT","E4"
"PTZ_1_00088","NT","E4"
"PTZ_1_00089","NT","E4"
"PTZ_1_00090","NT","E4"
"PTZ_1_00091","NT","E4"
"PTZ_1_00092","NT","E4"
"PTZ_1_00093","NT","E4"
"PTZ_1_00094","NT","E4"
"PTZ_1_00095","NT","E4"
"PTZ_1_00096","NT","E4"
"PTZ_1_00097","NT","E4"
"PTZ_1_00098","NT","E4"
"PTZ_1_00099","NT","E4"
"PTZ_1_00100","NT","E4"
"PTZ_1_00101","SW","E4"
"PTZ_1_00102","SW","E4"
"PTZ_1_00103","SW","E4"
"PTZ_1_00104","SW","E4"
"PTZ_1_00105","SW","E4"
"PTZ_1_00106","SW","E4"
"PTZ_1_00107","SW","E4"
"PTZ_1_00108","SW","E4"
"PTZ_1_00109","SW","E4"
"PTZ_1_00110","SW","E4"
"PTZ_1_00111","SW","E4"
"PTZ_1_00112","SW","E4"
"PTZ_1_00113","SW","E4"
"PTZ_1_00114","SW","E4"
"PTZ_1_00115","SW","E4"
"PTZ_1_00116","SW","E4"
"PTZ_1_00117","SW","E4"
"PTZ_1_00118","SW","E4"
"PTZ_1_00119","SW","E4"
"PTZ_1_00120","SW","E4"
"PTZ_1_00121","SW","E4"
"PTZ_1_00122","SW","E4"
"PTZ_1_00123","SW","E4"
"PTZ_1_00124","SW","E4"
"PTZ_1_00125","SW","E4"
"PTZ_1_00126","SW","E4"
"PTZ_1_00127","SW","E4"
"PTZ_1_00128","NT","E4"
"PTZ_1_00129","NT","E4"
"PTZ_1_00130","NT","E4"
"PTZ_1_00131","NT","E4"
"PTZ_1_00132","NT","E4"
"PTZ_1_00133","NT","E4"
"PTZ_1_00134","NT","E4"
"PTZ_1_00135","NT","E4"
"PTZ_1_00136","NT","E4"
"PTZ_1_00137","NT","E4"
"PTZ_1_00138","SW","E4"
"PTZ_1_00139","SW","E4"
"PTZ_1_00140","SW","E4"
"PTZ_1_00141","SW","E4"
"PTZ_1_00142","SW","E4"
"PTZ_1_00143","SW","E4"
"PTZ_1_00144","SW","E4"
"PTZ_1_00145","SW","E4"
"PTZ_1_00146","SW","E4"
"PTZ_1_00147","SW","E4"
"PTZ_1_00148","SW","E4"
"PTZ_1_00149","SW","E4"
"PTZ_1_00150","SW","E4"
"PTZ_1_00151","SW","E4"
"PTZ_1_00152","SW","E4"
"PTZ_1_00153","NT","E4"
"PTZ_1_00154","NT","E4"
"PTZ_1_00155","NT","E4"
"PTZ_1_00156","NT","E4"
"PTZ_1_00157","NT","E4"
"PTZ_1_00158","NT","E4"
"PTZ_1_00159","NT","E4"
"PTZ_1_00160","NT","E4"
"PTZ_1_00161","NT","E4"
"PTZ_1_00162","NT","E4"
"PTZ_1_00163","NT","E4"
"PTZ_1_00164","NT","E4"
