"ID_Frame","behavior_label","Experimenter"
"PTZ_3_00001","SW","E2"
"PTZ_3_00002","SW","E2"
"PTZ_3_00003","SW","E2"
"PTZ_3_00004","SW","E2"
"PTZ_3_00005","SW","E2"
"PTZ_3_00006","SW","E2"
"PTZ_3_00007","SW","E2"
"PTZ_3_00008","SW","E2"
"PTZ_3_00009","SW","E2"
"PTZ_3_00010","SW","E2"
"PTZ_3_00011","SW","E2"
"PTZ_3_00012","SW","E2"
"PTZ_3_00013","SW","E2"
"PTZ_3_00014","SW","E2"
"PTZ_3_00015","SW","E2"
"PTZ_3_00016","SW","E2"
"PTZ_3_00017","NT","E2"
"PTZ_3_00018","NT","E2"
"PTZ_3_00019","NT","E2"
"PTZ_3_00020","NT","E2"
"PTZ_3_00021","NT","E2"
"PTZ_3_00022","NT","E2"
"PTZ_3_00023","NT","E2"
"PTZ_3_00024","SW","E2"
"PTZ_3_00025","SW","E2"
"PTZ_3_00026","SW","E2"
"PTZ_3_00027","SW","E2"
"PTZ_3_00028","SW","E2"
"PTZ_3_00029","SW","E2"
"PTZ_3_00030","SW","E2"
"PTZ_3_00031","SW","E2"
"PTZ_3_00032","SW","E2"
"PTZ_3_00033","NT","E2"
"PTZ_3_00034","NT","E2"
"PTZ_3_00035","NT","E2"
"PTZ_3_00036","NT","E2"
"PTZ_3_00037","NT","E2"
"PTZ_3_00038","NT","E2"
"PTZ_3_00039","NT","E2"
"PTZ_3_00040","NT","E2"
"PTZ_3_00041","NT","E2"
"PTZ_3_00042","NT","E2"
"PTZ_3_00043","NT","E2"
"PTZ_3_00044","NT","E2"
"PTZ_3_00045","SW","E2"
"PTZ_3_00046","SW","E2"
"PTZ_3_00047","SW","E2"
"PTZ_3_00048","SW","E2"
"PTZ_3_00049","SW","E2"
"PTZ_3_00050","SW","E2"
"PTZ_3_00051","SW","E2"
"PTZ_3_00052","SW","E2"
"PTZ_3_00053","SW","E2"
"PTZ_3_00054","SW","E2"
"PTZ_3_00055","SW","E2"
"PTZ_3_00056","SW","E2"
"PTZ_3_00057","SW","E2"
"PTZ_3_00058","SW","E2"
"PTZ_3_00059","NT","E2"
"PTZ_3_00060","NT","E2"
"PTZ_3_00061","NT","E2"
"PTZ_3_00062","NT","E2"
"PTZ_3_00063","NT","E2"
"PTZ_3_00064","NT","E2"
"PTZ_3_00065","NT","E2"
"PTZ_3_00066","NT","E2"
"PTZ_3_00067","NT","E2"
"PTZ_3_00068","SW","E2"
"PTZ_3_00069","SW","E2"
"PTZ_3_00070","SW","E2"
"PTZ_3_00071","SW","E2"
"PTZ_3_00072","SW","E2"
"PTZ_3_00073","SW","E2"
"PTZ_3_00074","SW","E2"
"PTZ_3_00075","SW","E2"
"PTZ_3_00076","SW","E2"
"PTZ_3_00077","SW","E2"
"PTZ_3_00078","SW","E2"
"PTZ_3_00079","SW","E2"
"PTZ_3_00080","SW","E2"
"PTZ_3_00081","SW","E2"
"PTZ_3_00082","NT","E2"
"PTZ_3_00083","NT","E2"
"PTZ_3_00084","NT","E2"
"PTZ_3_00085","NT","E2"
"PTZ_3_00086","NT","E2"
"PTZ_3_00087","NT","E2"
"PTZ_3_00088","SW","E2"
"PTZ_3_00089","SW","E2"
"PTZ_3_00090","SW","E2"
"PTZ_3_00091","SW","E2"
"PTZ_3_00092","SW","E2"
"PTZ_3_00093","SW","E2"
"PTZ_3_00094","SW","E2"
"PTZ_3_00095","SW","E2"
"PTZ_3_00096","SW","E2"
"PTZ_3_00097","SW","E2"
"PTZ_3_00098","SW","E2"
"PTZ_3_00099","SW","E2"
"PTZ_3_00100","SW","E2"
"PTZ_3_00101","SW","E2"
"PTZ_3_00102","SW","E2"
"PTZ_3_00103","SW","E2"
"PTZ_3_00104","SW","E2"
"PTZ_3_00105","SW","E2"
"PTZ_3_00106","SW","E2"
"PTZ_3_00107","HYPE","E2"
"PTZ_3_00108","HYPE","E2"
"PTZ_3_00109","HYPE","E2"
"PTZ_3_00110","HYPE","E2"
"PTZ_3_00111","HYPE","E2"
"PTZ_3_00112","HYPE","E2"
"PTZ_3_00113","HYPE","E2"
"PTZ_3_00114","HYPE","E2"
"PTZ_3_00115","HYPE","E2"
"PTZ_3_00116","HYPE","E2"
"PTZ_3_00117","HYPE","E2"
"PTZ_3_00118","HYPE","E2"
"PTZ_3_00119","HYPE","E2"
"PTZ_3_00120","HYPE","E2"
"PTZ_3_00121","HYPE","E2"
"PTZ_3_00122","HYPE","E2"
"PTZ_3_00123","HYPE","E2"
"PTZ_3_00124","HYPE","E2"
"PTZ_3_00125","HYPE","E2"
"PTZ_3_00126","HYPE","E2"
"PTZ_3_00127","HYPE","E2"
"PTZ_3_00128","HYPE","E2"
"PTZ_3_00129","HYPE","E2"
"PTZ_3_00130","HYPE","E2"
"PTZ_3_00131","HYPE","E2"
"PTZ_3_00132","HYPE","E2"
"PTZ_3_00133","HYPE","E2"
"PTZ_3_00134","HYPE","E2"
"PTZ_3_00135","HYPE","E2"
"PTZ_3_00136","HYPE","E2"
"PTZ_3_00137","HYPE","E2"
"PTZ_3_00138","HYPE","E2"
"PTZ_3_00139","HYPE","E2"
"PTZ_3_00140","HYPE","E2"
"PTZ_3_00141","HYPE","E2"
"PTZ_3_00142","HYPE","E2"
"PTZ_3_00143","HYPE","E2"
"PTZ_3_00144","SW","E2"
"PTZ_3_00145","SW","E2"
"PTZ_3_00146","SW","E2"
"PTZ_3_00147","SW","E2"
"PTZ_3_00148","SW","E2"
"PTZ_3_00149","SW","E2"
"PTZ_3_00150","SW","E2"
"PTZ_3_00151","SW","E2"
"PTZ_3_00152","SW","E2"
"PTZ_3_00153","SW","E2"
"PTZ_3_00154","SW","E2"
"PTZ_3_00155","NT","E2"
"PTZ_3_00156","NT","E2"
"PTZ_3_00157","NT","E2"
"PTZ_3_00158","NT","E2"
"PTZ_3_00159","NT","E2"
"PTZ_3_00160","NT","E2"
"PTZ_3_00161","NT","E2"
"PTZ_3_00162","NT","E2"
"PTZ_3_00163","NT","E2"
"PTZ_3_00164","NT","E2"
"PTZ_3_00165","NT","E2"
"PTZ_3_00166","NT","E2"
"PTZ_3_00167","SW","E2"
"PTZ_3_00168","SW","E2"
"PTZ_3_00169","SW","E2"
"PTZ_3_00170","SW","E2"
"PTZ_3_00171","SW","E2"
"PTZ_3_00172","SW","E2"
"PTZ_3_00173","SW","E2"
"PTZ_3_00174","SW","E2"
"PTZ_3_00175","SW","E2"
"PTZ_3_00176","SW","E2"
"PTZ_3_00177","SW","E2"
"PTZ_3_00178","SW","E2"
"PTZ_3_00179","SW","E2"
"PTZ_3_00180","SW","E2"
"PTZ_3_00181","SW","E2"
"PTZ_3_00182","SW","E2"
"PTZ_3_00183","SW","E2"
"PTZ_3_00184","SW","E2"
"PTZ_3_00185","SW","E2"
"PTZ_3_00186","SW","E2"
"PTZ_3_00187","SW","E2"
"PTZ_3_00188","SW","E2"
"PTZ_3_00189","SW","E2"
"PTZ_3_00190","SW","E2"
"PTZ_3_00191","SW","E2"
"PTZ_3_00192","NT","E2"
"PTZ_3_00193","NT","E2"
"PTZ_3_00194","NT","E2"
"PTZ_3_00195","NT","E2"
