"ID_Frame","behavior_label","Experimenter"
"PTZ_5_00001","SW","E8"
"PTZ_5_00002","SW","E8"
"PTZ_5_00003","SW","E8"
"PTZ_5_00004","SW","E8"
"PTZ_5_00005","SW","E8"
"PTZ_5_00006","SW","E8"
"PTZ_5_00007","NT","E8"
"PTZ_5_00008","NT","E8"
"PTZ_5_00009","NT","E8"
"PTZ_5_00010","NT","E8"
"PTZ_5_00011","SW","E8"
"PTZ_5_00012","SW","E8"
"PTZ_5_00013","NT","E8"
"PTZ_5_00014","NT","E8"
"PTZ_5_00015","NT","E8"
"PTZ_5_00016","NT","E8"
"PTZ_5_00017","NT","E8"
"PTZ_5_00018","NT","E8"
"PTZ_5_00019","SW","E8"
"PTZ_5_00020","SW","E8"
"PTZ_5_00021","SW","E8"
"PTZ_5_00022","SW","E8"
"PTZ_5_00023","NT","E8"
"PTZ_5_00024","NT","E8"
"PTZ_5_00025","SW","E8"
"PTZ_5_00026","SW","E8"
"PTZ_5_00027","SW","E8"
"PTZ_5_00028","SW","E8"
"PTZ_5_00029","SW","E8"
"PTZ_5_00030","SW","E8"
"PTZ_5_00031","SW","E8"
"PTZ_5_00032","SW","E8"
"PTZ_5_00033","SW","E8"
"PTZ_5_00034","SW","E8"
"PTZ_5_00035","SW","E8"
"PTZ_5_00036","SW","E8"
"PTZ_5_00037","SW","E8"
"PTZ_5_00038","SW","E8"
"PTZ_5_00039","SW","E8"
"PTZ_5_00040","SW","E8"
"PTZ_5_00041","SW","E8"
"PTZ_5_00042","SW","E8"
"PTZ_5_00043","NT","E8"
"PTZ_5_00044","NT","E8"
"PTZ_5_00045","NT","E8"
"PTZ_5_00046","SW","E8"
"PTZ_5_00047","SW","E8"
"PTZ_5_00048","SW","E8"
"PTZ_5_00049","SW","E8"
"PTZ_5_00050","SW","E8"
"PTZ_5_00051","NT","E8"
"PTZ_5_00052","NT","E8"
"PTZ_5_00053","NT","E8"
"PTZ_5_00054","NT","E8"
"PTZ_5_00055","NT","E8"
"PTZ_5_00056","NT","E8"
"PTZ_5_00057","NT","E8"
"PTZ_5_00058","SW","E8"
"PTZ_5_00059","SW","E8"
"PTZ_5_00060","NT","E8"
"PTZ_5_00061","NT","E8"
"PTZ_5_00062","NT","E8"
"PTZ_5_00063","NT","E8"
"PTZ_5_00064","SW","E8"
"PTZ_5_00065","SW","E8"
"PTZ_5_00066","SW","E8"
"PTZ_5_00067","SW","E8"
"PTZ_5_00068","SW","E8"
"PTZ_5_00069","SW","E8"
"PTZ_5_00070","SW","E8"
"PTZ_5_00071","SW","E8"
"PTZ_5_00072","SW","E8"
"PTZ_5_00073","SW","E8"
"PTZ_5_00074","SW","E8"
"PTZ_5_00075","SW","E8"
"PTZ_5_00076","SW","E8"
"PTZ_5_00077","SW","E8"
"PTZ_5_00078","SW","E8"
"PTZ_5_00079","NT","E8"
"PTZ_5_00080","NT","E8"
"PTZ_5_00081","NT","E8"
"PTZ_5_00082","NT","E8"
"PTZ_5_00083","NT","E8"
"PTZ_5_00084","NT","E8"
"PTZ_5_00085","SW","E8"
"PTZ_5_00086","SW","E8"
"PTZ_5_00087","SW","E8"
"PTZ_5_00088","SW","E8"
"PTZ_5_00089","SW","E8"
"PTZ_5_00090","SW","E8"
"PTZ_5_00091","SW","E8"
"PTZ_5_00092","SW","E8"
"PTZ_5_00093","SW","E8"
"PTZ_5_00094","SW","E8"
"PTZ_5_00095","SW","E8"
"PTZ_5_00096","SW","E8"
"PTZ_5_00097","NT","E8"
"PTZ_5_00098","NT","E8"
"PTZ_5_00099","NT","E8"
"PTZ_5_00100","NT","E8"
"PTZ_5_00101","NT","E8"
"PTZ_5_00102","NT","E8"
"PTZ_5_00103","SW","E8"
"PTZ_5_00104","SW","E8"
"PTZ_5_00105","SW","E8"
"PTZ_5_00106","SW","E8"
"PTZ_5_00107","SW","E8"
"PTZ_5_00108","SW","E8"
"PTZ_5_00109","SW","E8"
"PTZ_5_00110","SW","E8"
"PTZ_5_00111","NT","E8"
"PTZ_5_00112","NT","E8"
"PTZ_5_00113","NT","E8"
"PTZ_5_00114","NT","E8"
"PTZ_5_00115","NT","E8"
"PTZ_5_00116","SW","E8"
"PTZ_5_00117","SW","E8"
"PTZ_5_00118","SW","E8"
"PTZ_5_00119","NT","E8"
"PTZ_5_00120","NT","E8"
"PTZ_5_00121","NT","E8"
"PTZ_5_00122","SW","E8"
"PTZ_5_00123","SW","E8"
"PTZ_5_00124","SW","E8"
"PTZ_5_00125","SW","E8"
"PTZ_5_00126","SW","E8"
"PTZ_5_00127","SW","E8"
"PTZ_5_00128","SW","E8"
"PTZ_5_00129","SW","E8"
"PTZ_5_00130","SW","E8"
"PTZ_5_00131","SW","E8"
"PTZ_5_00132","SW","E8"
"PTZ_5_00133","SW","E8"
"PTZ_5_00134","SW","E8"
"PTZ_5_00135","SW","E8"
"PTZ_5_00136","SW","E8"
"PTZ_5_00137","SW","E8"
"PTZ_5_00138","NT","E8"
"PTZ_5_00139","NT","E8"
"PTZ_5_00140","NT","E8"
"PTZ_5_00141","NT","E8"
"PTZ_5_00142","SW","E8"
"PTZ_5_00143","SW","E8"
"PTZ_5_00144","SW","E8"
"PTZ_5_00145","SW","E8"
"PTZ_5_00146","NT","E8"
"PTZ_5_00147","NT","E8"
"PTZ_5_00148","NT","E8"
"PTZ_5_00149","NT","E8"
"PTZ_5_00150","NT","E8"
